price,description,charge_type,DateUpdated
9.68,ACETAMINOPHEN 160 MG/5 ML ORAL SUSP,standard,2020-03-25
7.28,ACETAMINOPHEN 160 MG/5 ML ORAL SUSP,standard,2020-03-25
6.06,ACETAMINOPHEN 160 MG/5 ML ORAL SUSP,standard,2020-03-25
5.48,ACETAMINOPHEN 160 MG/5 ML ORAL SUSP,standard,2020-03-25
4.85,ACETAMINOPHEN 160 MG/5 ML ORAL SUSP,standard,2020-03-25
2.04,ACETAMINOPHEN 160 MG/5 ML ORAL SUSP,standard,2020-03-25
0.50,ACETAMINOPHEN 160 MG/5 ML ORAL SUSP,standard,2020-03-25
1.14,ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
0.70,ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
0.56,ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
0.51,ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
2.04,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,standard,2020-03-25
1.29,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,standard,2020-03-25
0.87,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,standard,2020-03-25
0.65,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,standard,2020-03-25
0.63,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,standard,2020-03-25
6.23,ACETAMINOPHEN 32 MG/ML ORAL SYRINGE  (FOR ORAL USE ONLY),standard,2020-03-25
0.50,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,standard,2020-03-25
0.50,ACETAMINOPHEN 325 MG TABLET,standard,2020-03-25
8.81,ACETAMINOPHEN 325 MG/10.15 ML ORAL SOLUTION,standard,2020-03-25
0.50,ACETAMINOPHEN 500 MG TABLET,standard,2020-03-25
1.35,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,standard,2020-03-25
0.50,ACETAMINOPHEN 80 MG CHEWABLE TABLET,standard,2020-03-25
3.40,ACETAMINOPHEN 80 MG RECTAL SUPPOSITORY,standard,2020-03-25
8.46,ACETAZOLAMIDE 125 MG TABLET,standard,2020-03-25
16.93,ACETAZOLAMIDE 250 MG TABLET,standard,2020-03-25
11.19,ACETAZOLAMIDE 250 MG TABLET,standard,2020-03-25
152.78,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,standard,2020-03-25
106.60,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,standard,2020-03-25
18.99,"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",standard,2020-03-25
6.06,"ACETAZOLAMIDE ER 500 MG CAPSULE,EXTENDED RELEASE",standard,2020-03-25
80.03,ACETIC ACID (BULK) 5 % LIQUID,standard,2020-03-25
25.46,ACETIC ACID 0.25 % IRRIGATION SOLUTION,standard,2020-03-25
24.25,ACETIC ACID 0.25 % IRRIGATION SOLUTION,standard,2020-03-25
135.82,ACETIC ACID 2 % EAR SOLUTION,standard,2020-03-25
4.52,ACETIC ACID VAGINAL SOLUTION,standard,2020-03-25
0.87,ACETONE (URINE) TEST STRIPS,standard,2020-03-25
479.67,ACETYLCHOLINE CHLORIDE 1 % (10 MG/ML) INTRAOCULAR KIT,standard,2020-03-25
1003.95,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,standard,2020-03-25
911.85,ACETYLCYSTEINE 200 MG/ML (20 %) INTRAVENOUS SOLUTION,standard,2020-03-25
62.04,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,standard,2020-03-25
58.20,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,standard,2020-03-25
23.77,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,standard,2020-03-25
23.57,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,standard,2020-03-25
13.48,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,standard,2020-03-25
6.62,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,standard,2020-03-25
6.46,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,standard,2020-03-25
106.51,ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSPENSION,standard,2020-03-25
64.60,ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSPENSION,standard,2020-03-25
72.75,ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSPENSION,standard,2020-03-25
72.75,ACTIVATED CHARCOAL-SORBITOL 50 GRAM/240 ML ORAL SUSPENSION,standard,2020-03-25
1.43,ACYCLOVIR 200 MG CAPSULE,standard,2020-03-25
0.65,ACYCLOVIR 200 MG CAPSULE,standard,2020-03-25
0.59,ACYCLOVIR 200 MG CAPSULE,standard,2020-03-25
18.26,ACYCLOVIR 200 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
1.88,ACYCLOVIR 400 MG TABLET,standard,2020-03-25
0.90,ACYCLOVIR 400 MG TABLET,standard,2020-03-25
0.86,ACYCLOVIR 400 MG TABLET,standard,2020-03-25
3.27,ACYCLOVIR 800 MG TABLET,standard,2020-03-25
1.47,ACYCLOVIR 800 MG TABLET,standard,2020-03-25
91.18,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
84.88,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
54.56,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
50.93,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
12547.17,ADALIMUMAB 40 MG/0.8 ML SUBCUTANEOUS PEN KIT,standard,2020-03-25
12547.17,ADALIMUMAB 40 MG/0.8 ML SUBCUTANEOUS SYRINGE KIT,standard,2020-03-25
1120.35,ADAPTER +3 NK BIOLOX OPTN TPR PLS [650-1067],standard,2020-03-25
5286.50,ADAPTER 15CM PRCS M8  [SC-9218-15],standard,2020-03-25
853.60,ADAPTER 25MM BSPLT GLND STD VERSA-DIAL [118000],standard,2020-03-25
5481.71,ADAPTER 2MM TRTHLN TOT KN SYS OFST,standard,2020-03-25
5481.71,ADAPTER 4MM TRTHLN TOT KN SYS OFST,standard,2020-03-25
1120.35,ADAPTER 6 NK BIOLOX OPTION TPR PLUS [650-1068],standard,2020-03-25
5481.71,ADAPTER 6MM TRTHLN TOT KN SYS OFST,standard,2020-03-25
5481.71,ADAPTER 8MM TRTHLN TOT KN SYS OFST,standard,2020-03-25
1120.35,ADAPTER BIOLOX TPR  [650-1066],standard,2020-03-25
4348.03,ADAPTER CMPR SCM TAPER  [178711],standard,2020-03-25
1470.91,ADAPTER DRL LG AO HALL CPLNG ASNIS III,standard,2020-03-25
4067.65,ADAPTER DRL PLT LFT LAT PROX TIB AXSOS,standard,2020-03-25
5747.35,ADAPTER DRL PLT RT LAT PROX TIB AXSOS,standard,2020-03-25
1438.46,ADAPTER DRVR HP LAG SCRW OMEGA 2,standard,2020-03-25
857.48,ADAPTER F/ DTS CLBRT STAND ,standard,2020-03-25
9845.50,ADAPTER FEM ,standard,2020-03-25
1445.30,ADAPTER FEM BOLT 2 ,standard,2020-03-25
1304.65,ADAPTER HP NK LGTH STD SZ  [184080],standard,2020-03-25
6648.48,ADAPTER NAIL T2 ,standard,2020-03-25
1013.07,ADAPTER NAILNPROX HUM T2 ,standard,2020-03-25
350.90,ADAPTER NUT ORTH PROX LAT TIB ,standard,2020-03-25
1120.35,ADAPTER OPTION TPR -6 NK BIOLOX [650-1064],standard,2020-03-25
24250.00,ADAPTER OSS 15CM W/SCREWS DIAPHYSEAL,standard,2020-03-25
55217.25,ADAPTER STUMP OSS 6CM OSSEOTI (CUSTOM MADE IMPLANT) [CP116253],standard,2020-03-25
1306.83,ADAPTER T2 ANKLE AIMING ARTHRODESIS,standard,2020-03-25
1406.50,ADAPTER TPR +25MM VERSA DIAL  [110031378],standard,2020-03-25
97.00,ADAPTER VALVE HEMO ,standard,2020-03-25
3346.50,ADAPTOR 25 KHZ STR MICRO DAIA TIP,standard,2020-03-25
3867.88,ADAPTOR 360 KN SYS OFST W/ SCR 7.5MM [185212],standard,2020-03-25
3867.88,ADAPTOR 360 OFST 2.5MM W/ SCR ,standard,2020-03-25
3867.88,ADAPTOR 360 OFST 5MM W/ SCR BIOMET SINGLE USE [185211],standard,2020-03-25
1271.09,ADAPTOR APEX PIN SHRT ,standard,2020-03-25
853.60,ADAPTOR COMPREHENSIVE STD ,standard,2020-03-25
992.31,ADAPTOR DRV W/ QC F/ 4.5MM SCHNZ SCR,standard,2020-03-25
992.31,ADAPTOR DRV W/ QC F/ 5.0MM SCHNZ SCR,standard,2020-03-25
992.31,ADAPTOR DRV W/ QC F/ 6.0MM SCHNZ SCR,standard,2020-03-25
480.15,ADAPTOR F/ INJ OPN ,standard,2020-03-25
480.15,ADAPTOR F/ INJ OPN (USE ITEM # 419768),standard,2020-03-25
15520.00,ADAPTOR HUM MRS PROX SPECIAL ORTHO SOLUTIONS [C-M101-0-800],standard,2020-03-25
317.77,ADAPTOR MEDIUM WIRE BOLT  [4933-1-002],standard,2020-03-25
26675.00,ADAPTOR MRS PROX HUM F/ MRS INTERCALARY STM [C-M107-6-700],standard,2020-03-25
347.65,ADAPTOR PIN SHORT POST ,standard,2020-03-25
969.61,ADAPTOR WIRE BOLT LONG ,standard,2020-03-25
831.10,ADAPTOR WIRE BOLT SHORT ,standard,2020-03-25
420.20,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
26.55,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
14.43,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
12.85,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION,standard,2020-03-25
38.80,ADENOSINE 3 MG/ML INTRAVENOUS SYRINGE,standard,2020-03-25
1217.88,ADEPT SOLUTION ADEPT  [0600041],standard,2020-03-25
4495.95,ADHESIVE BIO-GLUE 10ML SYR SYS  [BG3510-5-US],standard,2020-03-25
3807.25,ADHESIVE BIO-GLUE CARTRDG 5 ML SYRINGE [BG3515-5-US],standard,2020-03-25
84.29,ADHESIVE BIO-GLUE TIPS 27 CM  [BGAT-27-SY],standard,2020-03-25
52.77,ADHESIVE BIO-GLUE TIPS STD  [BGAT-SY],standard,2020-03-25
848.75,AEROSIZER STENT SIZING DEVICE ,standard,2020-03-25
4204.95,AGALSIDASE BETA 5 MG INTRAVENOUS SOLUTION,standard,2020-03-25
788.13,AGENT HEMOSTAT ARISTA AH 3 GR SURGICAL 2,standard,2020-03-25
13.68,AIRWAY NASOPHARYNGEAL 32 FR ,standard,2020-03-25
1176.95,ALBENDAZOLE 200 MG TABLET,standard,2020-03-25
925.16,ALBENDAZOLE 200 MG TABLET,standard,2020-03-25
494.64,ALBENDAZOLE 200 MG TABLET,standard,2020-03-25
2.21,ALBUMIN (URINE) TEST STRIPS,standard,2020-03-25
436.50,"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",standard,2020-03-25
232.80,"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION",standard,2020-03-25
436.50,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",standard,2020-03-25
232.80,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",standard,2020-03-25
223.10,"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION",standard,2020-03-25
10.31,ALBUTEROL SULFATE 1.25 MG/3 ML SOLUTION FOR NEBULIZATION,standard,2020-03-25
28.49,ALBUTEROL SULFATE 2 MG TABLET,standard,2020-03-25
22.80,ALBUTEROL SULFATE 2 MG TABLET,standard,2020-03-25
2.50,ALBUTEROL SULFATE 2 MG/5 ML ORAL SYRUP,standard,2020-03-25
1.17,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,standard,2020-03-25
0.97,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,standard,2020-03-25
0.93,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,standard,2020-03-25
22.80,ALBUTEROL SULFATE 4 MG TABLET,standard,2020-03-25
15.10,ALBUTEROL SULFATE 4 MG TABLET,standard,2020-03-25
1.84,ALBUTEROL SULFATE CONCENTRATE 2.5 MG/0.5 ML SOLUTION FOR NEBULIZATION,standard,2020-03-25
5.86,ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUTION FOR NEBULIZATION,standard,2020-03-25
107.01,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,standard,2020-03-25
619.51,ALDESLEUKIN 22 MILLION UNIT INTRAVENOUS SOLUTION,standard,2020-03-25
2.30,ALENDRONATE 10 MG TABLET,standard,2020-03-25
1.77,ALENDRONATE 10 MG TABLET,standard,2020-03-25
3921.23,ALGLUCOSIDASE ALFA 50 MG INTRAVENOUS SOLUTION,standard,2020-03-25
3918.80,ALGLUCOSIDASE ALFA 50 MG INTRAVENOUS SOLUTION,standard,2020-03-25
145.49,"ALLERGEN EXT-TRICHOPHYTON MENTAGROPHYTES 20,000 UNIT/ML INJECTION SOLN",standard,2020-03-25
17460.00,ALLOGRAFT 10/10MM PSHP BTB ,standard,2020-03-25
46123.50,ALLOGRAFT 16.5CMX28MMX0.10MM FEMUR DIST LT OA [460300],standard,2020-03-25
9942.50,ALLOGRAFT 2.3MMX19MM 0D PRSV HAMMERTOE [P01-H00-2319],standard,2020-03-25
3516.25,ALLOGRAFT 2.3X6MM PRSV REV IP SPCR [P01-H03-2306],standard,2020-03-25
3516.25,ALLOGRAFT 2X2CM DERMAPURE DBM DRML [020200HD],standard,2020-03-25
3928.50,ALLOGRAFT 2X3CM DERMAPURE DBM DRML [020300HD],standard,2020-03-25
5577.50,ALLOGRAFT 3X4CM DRML DECELLULARIZED [030400HD],standard,2020-03-25
24178.46,ALLOGRAFT 4CMX8CM BIOFIX + AMNIO MEMBR,standard,2020-03-25
10645.75,ALLOGRAFT 4X6CM DERMAPURE DBM DRML [040600HD],standard,2020-03-25
6305.00,ALLOGRAFT 6X14X16MM OPTIO-C PARA [07.01850.006],standard,2020-03-25
11882.50,ALLOGRAFT 7X10CM DERMAPURE DBM DRML [071000HD],standard,2020-03-25
6305.00,ALLOGRAFT 8X14X16MM OPTIO-C PARA [07.01850.008],standard,2020-03-25
11478.98,ALLOGRAFT 9X15CM XS FLX HD PLBL SHP PERF [SF1000],standard,2020-03-25
12125.00,ALLOGRAFT 9X82 LNGTH GRFT LNK  [GRX-001],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 10MM  [30-5010],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 11MM  [30-5011],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 12MM  [30-5012],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 5MM  [30-5005],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 6MM  [30-5006],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 7MM  [30-5007],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 8MM  [30-5008],standard,2020-03-25
5844.25,ALLOGRAFT ALLOQUENT-S 9MM  [30-5009],standard,2020-03-25
4820.90,ALLOGRAFT AMNIOFIX SHT 2X12CM  [APS-5212],standard,2020-03-25
5676.44,ALLOGRAFT DBM + PUTTY 5CC W/ CANC CHIPS [3102-1205],standard,2020-03-25
9215.00,ALLOGRAFT DBM GEL 10CC  [3102-1110],standard,2020-03-25
1511.26,ALLOGRAFT DBM GEL 1CC  [3102-1101],standard,2020-03-25
9215.00,ALLOGRAFT DBM PUTTY 10CC  [3102-1010],standard,2020-03-25
5676.44,ALLOGRAFT DBM PUTTY 5CC  [3102-1005],standard,2020-03-25
17928.51,ALLOGRAFT MD 11X20CMX0.7-1.4MM THK FLEXHD PLBL SHP PERF THN [SF2000],standard,2020-03-25
8075.25,ALLOGRAFT MEDIUM NUCEL  [NC-1001],standard,2020-03-25
12100.75,ALLOGRAFT OCA 10MM FRESH PLUG  [45647010],standard,2020-03-25
6305.00,ALLOGRAFT OPTO-C 14X16X7MM 6D LRDCTC [07.01853.007],standard,2020-03-25
5820.00,ALLOGRAFT PLANTARIS FRZN SNGL STRAND [2315-14],standard,2020-03-25
38615.70,ALLOGRAFT RDS DIST RT OA (HUMAN BONE) [460333],standard,2020-03-25
31525.00,ALLOGRAFT RT DIST TIB  [32747001],standard,2020-03-25
13970.04,ALLOGRAFT SM 10X17CMX0.7-1.4MM THK FLEXHD PLBL SHP PERF THN [SF1500],standard,2020-03-25
48271.08,ALLOGRAFT TIB PROX RT APC  [460385],standard,2020-03-25
727.50,ALLOMATRIX INJ PUTTY 1 CC  [86000100],standard,2020-03-25
2.01,ALLOPURINOL 100 MG TABLET,standard,2020-03-25
1.52,ALLOPURINOL 100 MG TABLET,standard,2020-03-25
1.38,ALLOPURINOL 100 MG TABLET,standard,2020-03-25
0.80,ALLOPURINOL 100 MG TABLET,standard,2020-03-25
0.61,ALLOPURINOL 100 MG TABLET,standard,2020-03-25
3.56,ALLOPURINOL 300 MG TABLET,standard,2020-03-25
3.06,ALLOPURINOL 300 MG TABLET,standard,2020-03-25
2.91,ALLOPURINOL 300 MG TABLET,standard,2020-03-25
0.61,ALLOPURINOL 300 MG TABLET,standard,2020-03-25
0.54,ALLOPURINOL 300 MG TABLET,standard,2020-03-25
0.50,ALLOPURINOL 300 MG TABLET,standard,2020-03-25
18915.00,ALLOPURINOL 500 MG INTRAVENOUS SOLUTION,standard,2020-03-25
0.50,ALPRAZOLAM 0.25 MG TABLET,standard,2020-03-25
0.50,ALPRAZOLAM 0.5 MG TABLET,standard,2020-03-25
0.59,ALPRAZOLAM 1 MG TABLET,standard,2020-03-25
0.50,ALPRAZOLAM 1 MG TABLET,standard,2020-03-25
575.08,ALPROSTADIL 500 MCG/ML INJECTION SOLUTION,standard,2020-03-25
525.45,ALPROSTADIL 500 MCG/ML INJECTION SOLUTION,standard,2020-03-25
42681.75,ALTEPLASE 100 MG INTRAVENOUS SOLUTION,standard,2020-03-25
371.17,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION,standard,2020-03-25
21340.87,ALTEPLASE 50 MG INTRAVENOUS SOLUTION,standard,2020-03-25
95.55,"ALUM, AMMONIUM (BULK) POWDER",standard,2020-03-25
2.43,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
1.60,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
0.53,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSPENSION,standard,2020-03-25
13.97,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP,standard,2020-03-25
1.31,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP,standard,2020-03-25
0.50,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-20 MG/5 ML ORAL SUSP,standard,2020-03-25
0.54,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-25 MG CHEWABLE TABLET,standard,2020-03-25
0.50,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 200 MG-200 MG-25 MG CHEWABLE TABLET,standard,2020-03-25
1.02,ALUMINUM-MAG HYDROXIDE-SIMETHICONE 400 MG-400 MG-40 MG/5 ML ORAL SUSP,standard,2020-03-25
800.69,ALVIMOPAN 12 MG CAPSULE,standard,2020-03-25
13.33,AMANTADINE HCL 100 MG CAPSULE,standard,2020-03-25
7.83,AMANTADINE HCL 100 MG CAPSULE,standard,2020-03-25
5.19,AMANTADINE HCL 50 MG/5 ML ORAL SOLUTION,standard,2020-03-25
0.92,AMANTADINE HCL 50 MG/5 ML ORAL SOLUTION,standard,2020-03-25
5196.32,AMIFOSTINE CRYSTALLINE 500 MG INTRAVENOUS SOLUTION,standard,2020-03-25
118.88,"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION",standard,2020-03-25
77.60,"AMIKACIN 1,000 MG/4 ML INJECTION SOLUTION",standard,2020-03-25
